OrdemPad,OrdemEns,N,cv,rho,mod,algorithm,Cost,SL,Smax,Smin
918,336,10,0.25,0.8,Medium,NM,96961.40153,99.54216082,"[573.9342518718632, 690.5680671504563, 752.096642608833, 686.6488361083254, 459.1256531896438, 571.9066624238742, 662.4307383068161, 534.4716981423458, 548.2686984514406, 369.03283537532974]","[257.26564833299324, 333.65137944484485, 563.9791434008305, 350.1784724691792, 170.15595335892857, 319.10797102708403, 428.30260821448513, 321.61986924270525, 242.76252442198836, 215.8374575886856]"
456,337,5,0.1,0.8,High,ACO,129010.9601,93.25450809,"[950.0, 710.0, 270.0, 365.0, 790.0]","[870.0, 615.0, 75.0, 175.0, 730.0]"
457,338,5,0.1,0.9,Low,RD,72687.17837,98.81528523,"[548.5254840025191, 833.1927029662264, 712.3306138360709, 615.9258583994585, 357.9030501342976]","[451.31959427397726, 635.1128001744083, 439.096307462147, 337.36822233890115, 106.80133772516508]"
78,339,3,0.5,0.7,Medium,NM,205843.024,83.75025081,"[423.0224656923084, 961.5970942753827, 272.6156066344302]","[113.53210847186595, 886.9020311698081, 106.25006633836118]"
881,340,10,0.1,0.8,Medium,RD,108591.8634,99.20922923,"[783.2720420714671, 989.232238885974, 552.444433660937, 528.1593557492561, 334.9873627208935, 205.50310030306463, 522.8325508511435, 974.7394274488352, 312.0372398070489, 222.1826810012766]","[570.8818865064969, 966.1135633646294, 324.30617066019823, 345.1263067659583, 183.77853374558532, 50.27817071352581, 168.20227603804275, 823.2565763787527, 80.01686910637243, 5.5424999131423185]"
425,341,3,0.5,0.9,Medium,RD,70994.84648,98.34077666,"[806.3546866662354, 633.1740128791416, 576.1687148576578]","[773.3519140030587, 458.7809330553213, 369.5520652271097]"
402,342,3,0.5,0.7,Medium,NM,115777.1218,93.34458011,"[868.1454304551513, 708.2629984578975, 1175.735060067022]","[757.6768788698187, 611.7008378727035, 618.3731369030423]"
894,343,10,0.1,0.9,Medium,NM,86663.98089,99.97428842,"[567.4791359796347, 531.4616209842437, 542.1204773530221, 444.8877443980891, 437.0057625586677, 686.3583179997576, 493.21075456028535, 443.26801502809826, 344.12744138812144, 589.1806795057364]","[237.53550150752784, 297.84218247707975, 154.0469878361017, 209.58882941068467, 247.66176561356838, 307.3791645880545, 224.03008364934536, 174.0895619876597, 205.0857752650228, 337.51675326193174]"
683,344,3,0.1,0.9,High,GA,94088.73004,94.20758824,"[653.99, 30.89, 293.38]","[274.4556306242129, 15.6236070034276, 140.77742523394897]"
920,345,10,0.25,0.8,Medium,ACO,111585.444,99.88755013,"[600.0, 380.0, 625.0, 530.0, 430.0, 955.0, 400.0, 75.0, 490.0, 840.0]","[275.0, 280.0, 335.0, 120.0, 405.0, 815.0, 375.0, 40.0, 285.0, 245.0]"
406,346,3,0.5,0.7,High,NM,112346.8082,94.5478591,"[1472.9292810756092, 1006.1639212994062, 1204.098000740516]","[926.2523332179502, 996.7453032360029, 411.9134208012242]"
838,347,5,0.5,0.7,High,NM,149906.6325,89.61397698,"[978.8298100926603, 689.2937570117404, 442.0068664428521, 190.08785724456416, 645.3287614738803]","[805.0015403977523, 184.2582777093765, 208.01965357348712, 81.52456534404024, 169.53618826317674]"
906,348,10,0.25,0.7,Medium,NM,154558.2798,91.73762769,"[356.47701329970937, 563.2131690073626, 660.9009778814005, 379.0715514867819, 353.48944198892553, 738.8980135191906, 577.3189518996072, 332.869285925284, 542.5501827906955, 552.1240900405961]","[203.7626243035349, 233.58661876251364, 288.2972895623973, 169.89707474819323, 163.851745790788, 285.4285223725449, 337.8668226350249, 175.90048835917344, 212.9002503138435, 249.10654311433808]"
413,349,3,0.5,0.8,Medium,RD,113960.8278,95.00743989,"[896.3506606269503, 837.4570764490085, 994.3737968266083]","[799.2604008544963, 723.486309616458, 943.6847036331864]"
905,350,10,0.25,0.7,Medium,RD,117281.443,97.39941075,"[750.3138675363563, 896.2602318847415, 386.45533247685216, 241.86594012414443, 739.2951648136111, 887.0248708023084, 290.3322468390286, 893.784771172116, 516.1410068581017, 765.7062951268158]","[249.8189339205584, 731.5976244220639, 166.17201936332862, 124.27131676879723, 452.25383347790006, 585.3275603654185, 158.29245259748316, 570.8293985410079, 274.3013200339228, 313.33925357466364]"
661,351,3,0.1,0.8,Low,RD,129404.5595,91.30916422,"[890.2547662163238, 361.984794702961, 891.2246188849199]","[843.7594532647586, 232.43994023836964, 812.1425126821332]"
98,352,3,0.5,0.9,Low,NM,87110.44529,97.13198498,"[463.3248915095212, 943.5207070142667, 209.91237898136643]","[368.79208517546095, 563.9012321535495, 165.63189772160263]"
893,353,10,0.1,0.9,Medium,RD,101138.9646,99.17473093,"[782.9588807457254, 776.9033606051878, 340.13306384030517, 815.0791614842891, 794.4448131118385, 162.98285442190553, 108.66766130281336, 292.5439918682736, 100.87731842488911, 133.7044432186154]","[675.0552897741454, 292.2162577081376, 96.53385895498585, 527.0136594593594, 638.3025111119879, 34.81926862403018, 19.721743880217385, 183.23565379248163, 18.773834061972863, 20.172961276025163]"
900,354,10,0.1,0.9,High,ACO,107217.2838,99.3154365,"[945.0, 740.0, 490.0, 310.0, 265.0, 315.0, 875.0, 280.0, 65.0, 725.0]","[780.0, 715.0, 30.0, 190.0, 155.0, 315.0, 275.0, 240.0, 10.0, 20.0]"
590,355,10,0.25,0.8,Low,NM,94998.35462,99.55435943,"[583.2771304823451, 694.3277816911971, 314.4435364785394, 579.8935182910859, 477.30305810574873, 624.1222483047865, 392.0594490279079, 489.4040426056705, 637.9239145808604, 543.402740715913]","[311.7655751091768, 448.7301359687958, 100.13663755040481, 379.32701135014366, 306.7947697417406, 313.3109986140831, 192.6872022762812, 309.91867476940143, 413.7440241178791, 317.90579717931206]"
390,356,3,0.25,0.9,Medium,NM,59288.31292,99.88406177,"[918.3275924974107, 589.266781693615, 1223.0891302319985]","[710.1270648720412, 386.2503070889556, 1088.4932901699533]"
394,357,3,0.25,0.9,High,NM,61355.91434,98.93559533,"[1464.5905655359356, 878.1882490510554, 147.2104509064556]","[843.7840030347082, 562.1517694585336, 142.844995249113]"
4,358,3,0.1,0.7,Low,ACO,235395.1306,80.06501014,"[875.0, 925.0, 865.0]","[860.0, 650.0, 585.0]"
160,359,5,0.25,0.8,Low,ACO,116049.6488,93.88564479,"[890.0, 770.0, 315.0, 300.0, 250.0]","[350.0, 640.0, 245.0, 215.0, 185.0]"
323,360,10,0.5,0.9,High,GA,127997.8807,99.84246589,"[538.23, 381.72, 603.23, 409.71, 960.76, 931.53, 693.47, 922.29, 729.63, 388.59]","[495.76782240220115, 313.57284845428285, 510.2476620104374, 266.0365491652892, 41.00239003473705, 51.73626303944456, 342.5173023945865, 318.9415556981169, 395.8646747040255, 61.06267859352897]"
182,361,5,0.5,0.7,Low,NM,158983.7056,88.19279462,"[680.8786269612185, 449.1146865282462, 515.9754376977851, 592.5588168939778, 421.1517747041589]","[496.3861949188512, 324.42781824741786, 253.43115174769065, 131.90819555234788, 125.22388201923927]"
592,362,10,0.25,0.8,Low,ACO,109331.8585,98.26095576,"[290.0, 275.0, 925.0, 365.0, 620.0, 295.0, 445.0, 630.0, 580.0, 760.0]","[140.0, 255.0, 490.0, 105.0, 295.0, 60.0, 385.0, 265.0, 550.0, 280.0]"
720,363,3,0.25,0.9,High,ACO,74411.53451,97.60907661,"[920.0, 715.0, 135.0]","[700.0, 410.0, 110.0]"
927,364,10,0.25,0.9,Low,GA,113833.7454,100,"[825.46, 274.21, 566.96, 113.04, 578.32, 347.58, 839.66, 630.55, 737.14, 901.16]","[319.9267040904972, 89.43590080692385, 542.3358327294526, 31.71366239922402, 70.60750382388356, 67.4453034078332, 364.1131979129611, 3.507208830450418, 587.3112946580882, 700.5284827460849]"
678,365,3,0.1,0.9,Medium,NM,158166.4458,87.46098728,"[298.6656518662981, 354.06857323853615, 268.8934526608701]","[109.96035517597427, 221.92957857532184, 33.42479774320958]"
265,366,10,0.25,0.8,Low,RD,103420.5679,99.03859122,"[559.3096923975052, 315.2626971401518, 202.74411473066812, 648.3112742906022, 372.34754163776927, 447.1620602188795, 309.52963775058817, 951.1405259942426, 482.9788332023328, 443.0638774701982]","[398.3306265277771, 77.34296979600131, 158.23694325428883, 598.6502059903463, 205.13201189850213, 224.85198116793248, 204.30527461296313, 860.6075707501345, 233.5949186492596, 274.15301272470583]"
729,367,3,0.5,0.7,High,RD,172164.8281,86.76567052,"[986.5591983483288, 815.9834703842777, 296.57099454123716]","[948.9531754420005, 551.6174624649052, 37.266782818905924]"
408,368,3,0.5,0.7,High,ACO,162450.7162,87.90236019,"[995.0, 175.0, 205.0]","[990.0, 175.0, 140.0]"
890,369,10,0.1,0.9,Low,NM,91552.71527,99.88333579,"[573.8196066310647, 629.5031227409854, 460.6730545005538, 636.0113724001868, 635.8030016980074, 489.44436699464234, 446.7452092839714, 544.8518868430631, 703.3638331774378, 521.2619175918887]","[281.7125396247263, 309.5339208052447, 240.20493433686443, 324.8581253330611, 379.5677529312842, 215.49697444376739, 192.81031861641233, 173.6453503843661, 422.3836021617004, 247.92042204589714]"
260,370,10,0.25,0.7,Medium,ACO,118045.6578,98.50233599,"[1000.0, 935.0, 520.0, 650.0, 380.0, 940.0, 590.0, 890.0, 520.0, 820.0]","[480.0, 260.0, 175.0, 455.0, 325.0, 655.0, 415.0, 680.0, 205.0, 565.0]"
310,371,10,0.5,0.8,High,NM,110956.7241,98.87300864,"[910.6335512212909, 906.0070040904868, 479.43783090572225, 866.5911761873475, 533.1467946925425, 315.01469577970136, 486.6955493325429, 736.6401584782488, 433.2309877269486, 75.13574687471484]","[678.6439179588938, 605.4037813720054, 195.1971725523429, 668.7386035154535, 483.5093469226263, 140.5038125773687, 280.20529467477155, 497.77305524069556, 322.82579643383497, 21.233385214718034]"
842,372,5,0.5,0.8,Low,NM,83467.98708,99.27325848,"[436.6016017906619, 983.4660665758572, 698.0490130378499, 1184.7171087681918, 664.2706443618245]","[382.5477628635186, 796.3509400314165, 486.60933392442456, 321.3224298689159, 616.988375968976]"
573,373,10,0.1,0.9,High,RD,97057.48724,100,"[953.392994508611, 535.661614976348, 216.13014754866379, 371.6155729603905, 466.7943293128206, 415.4485417418374, 353.8320115772097, 803.7006922542258, 649.2109334367539, 119.89066309325302]","[626.5336581332572, 472.42439715257296, 153.0978622459136, 169.83618078434506, 312.057208602038, 91.24330614936282, 71.9480030097897, 477.54935132260346, 280.71520450582153, 100.34956212268096]"
967,374,10,0.5,0.9,Medium,GA,104287.2535,99.17233113,"[974.26, 991.18, 300.99, 980.73, 611.44, 899.94, 360.43, 602.04, 708.82, 313.12]","[36.814748769068395, 357.85070114744127, 257.16376898577636, 834.6315771657877, 498.5549840448138, 426.1875452418785, 19.995920785099823, 480.9434965952881, 378.4518418390108, 269.3524869733459]"
398,375,3,0.5,0.7,Low,NM,87733.95125,98.47192985,"[1861.4081768606036, 2239.8541326336863, 1507.8381905416566]","[1295.0165190715536, 999.9225062131138, 501.6443706528617]"
878,376,10,0.1,0.8,Low,NM,105488.0367,99.99173116,"[637.9876110022994, 420.8676421805162, 546.477368397581, 871.2133314037682, 675.9344683371975, 887.1924106050598, 760.8086792521242, 691.6855505424961, 419.52306933653506, 723.5099469574166]","[302.13763235887893, 244.0166842535131, 323.1635984876925, 446.4917983740265, 387.66360920804584, 548.3384149574636, 541.9831130337875, 369.83814824538274, 274.1865864466707, 375.6342242535335]"
229,377,10,0.1,0.8,Low,RD,108968.3023,99.33358885,"[100.4179621824124, 429.83998574319725, 398.28234221516965, 381.0239583037236, 777.0485611830283, 570.087313150117, 993.2541696624047, 863.6835228394456, 412.58320387007586, 660.4730375969297]","[48.21706987168253, 96.57332067649563, 269.48795063266715, 95.14928022449499, 381.36129377475646, 396.0720270917267, 871.4051019964697, 613.016927230371, 320.2626541675762, 367.870123546893]"
630,378,10,0.5,0.8,Medium,NM,90210.30544,99.45450146,"[527.2697775805444, 433.59949245557067, 399.3655746222712, 573.0509659934664, 485.35251544222984, 413.1203126862151, 384.22891590501354, 498.1750431708166, 455.5995585079186, 667.5440452107943]","[343.41452067998944, 196.19816826812337, 245.24943464956294, 382.67346534979686, 221.68849300228672, 206.57405999421943, 128.34248844121515, 251.62011616846473, 245.0068210964004, 512.7918538479973]"
891,379,10,0.1,0.9,Low,GA,98444.80624,99.26593647,"[158.59, 233.16, 482.39, 619.44, 193.42, 419.72, 158.41, 320.52, 520.62, 313.99]","[27.98646758699491, 131.5526824123984, 454.4328264576537, 250.15542708045837, 89.22361979140716, 163.71870202917435, 149.5227097527983, 193.19258699513927, 232.01111277210316, 0.34903506684318564]"
95,380,3,0.5,0.8,High,GA,127801.9757,92.77375706,"[501.65, 943.25, 471.33]","[58.5649320272352, 305.6391086335894, 242.60881502137562]"
603,381,10,0.25,0.9,Low,GA,106929.9086,97.86619058,"[638.53, 775.39, 146.37, 100.45, 118.81, 855.75, 682.56, 151.71, 42.41, 732.24]","[187.33709634335452, 566.526188069482, 42.22575675899132, 92.14684675692882, 90.10866260744034, 664.5908472747578, 176.28587581846156, 42.77135434148235, 26.117395160381903, 108.88372813968454]"
525,382,5,0.5,0.8,High,RD,108242.04,96.79893859,"[844.7506649476666, 711.1329265126699, 783.0328209035295, 793.5414859777551, 644.0257982311209]","[820.6330177548122, 375.9753485338858, 526.3045538062613, 592.2934292346872, 304.8912637052217]"
168,383,5,0.25,0.8,High,ACO,81512.9456,97.9515406,"[910.0, 335.0, 220.0, 755.0, 885.0]","[740.0, 150.0, 185.0, 680.0, 265.0]"
565,384,10,0.1,0.9,Low,RD,100256.4931,99.53117673,"[626.9185388640756, 464.33608690705296, 303.21058455931495, 192.6034419989896, 475.598028831825, 683.5164530327434, 278.22413764728583, 694.9259372325528, 478.6729822892191, 616.424071209345]","[323.85300244149494, 282.62962920432886, 254.38736079546047, 94.74609311087464, 307.1083698625786, 184.49080108013092, 218.779233269025, 81.47963737584459, 218.49989788718577, 427.0864855343315]"
560,385,10,0.1,0.8,Medium,ACO,100633.61,99.11347814,"[235.0, 480.0, 405.0, 150.0, 370.0, 480.0, 770.0, 430.0, 690.0, 325.0]","[135.0, 415.0, 80.0, 80.0, 245.0, 415.0, 725.0, 160.0, 495.0, 250.0]"
760,386,5,0.1,0.7,Low,ACO,141206.0602,92.55407498,"[830.0, 980.0, 650.0, 830.0, 930.0]","[810.0, 970.0, 520.0, 675.0, 660.0]"
180,387,5,0.25,0.9,High,ACO,89094.13628,97.22541898,"[905.0, 850.0, 610.0, 555.0, 185.0]","[620.0, 680.0, 305.0, 270.0, 180.0]"
